Date,Asset1,Asset2,Asset3,Asset4
2021-01-01,0.0051671415301123265,0.009283863399744224,0.0019531430370707016,0.030619050972048117
2021-01-02,-0.0011826430117118465,-0.010865983890131504,-0.005811677575753542,-0.0007705730210339324
2021-01-03,0.006676885381006924,0.010635271041267923,0.0019121650424519729,-0.011134508270567405
2021-01-04,0.015430298564080255,0.01646765430565941,0.00780617240650943,-0.024019430281805237
2021-01-05,-0.0021415337472333595,0.00516121883868441,0.0008840409845598606,-0.028650234820095124
2021-01-06,-0.0021413695694918054,0.02272154975069679,0.0007682836768543533,-0.02514617508808784
2021-01-07,0.015992128155073913,-0.009085470389242876,-0.009627883629294575,0.004474026416183734
2021-01-08,0.007874347291529088,-0.014735856439737004,-0.009080612845713274,0.008339600371678942
2021-01-09,-0.004494743859349522,-0.021144642986851345,-0.01943647380519571,-0.025099051232514137
2021-01-10,0.005625600435859647,0.018152531737870195,0.02469407440461715,0.014520613025217849
2021-01-11,-0.004434176928124623,0.008052387876248693,-0.017214085295477993,-0.007528976826935032
2021-01-12,-0.004457297535702569,-0.0004670160509254609,-0.009500672769142703,0.00254868819176879
2021-01-13,0.002619622715660341,0.0035596235158378434,-0.009857701717968764,0.02599553005208679
2021-01-14,-0.01893280244657798,-0.013305868567580518,0.012728941277222178,0.014549429053848512
2021-01-15,-0.01704917832513033,0.029549023755401915,-0.003929295496088389,-0.004096490366493317
2021-01-16,-0.005422875292409727,0.00175065418370273,0.017668389017432274,-0.014059075606644598
2021-01-17,-0.009928311203344238,0.0015127375352587148,-0.00922886873941416,-0.03422904642126888
2021-01-18,0.003342473325952739,0.008909199486784303,0.004105918271133228,-0.011306453107878721
2021-01-19,-0.00888024075521211,0.005972110780840558,-0.011494858745636603,-0.003178083821243111
2021-01-20,-0.013923037013352915,0.0028866082913495766,0.030232087788827435,-0.015594872434418943
2021-01-21,0.014856487689215542,-0.009285693465343742,-0.01642637786641318,-0.0019001114734768757
2021-01-22,-0.0020577630048653566,0.005857620285631949,0.004537489943178385,0.0014296301273402916
2021-01-23,0.0008752820468792384,0.022784293957700402,0.00907287633304938,-0.003397695708929257
2021-01-24,-0.014047481862134567,0.01634504055385973,0.005993187364320975,-0.010200041293175355
2021-01-25,-0.005243827245251827,0.019318239519672764,-0.002394027224287916,0.002898474751467643
2021-01-26,0.001309225897098661,-0.005934588117174222,-0.0016174897962679662,0.007271050393110544
2021-01-27,-0.011309935774223028,-0.01167525784310297,0.0008133606077075343,-0.01724638523908554
2021-01-28,0.003956980183456719,-0.0013094430411957777,-0.0018580280227988404,0.02277491807594032
2021-01-29,-0.005806386899188051,0.0008686989474643353,0.013694307635128735,-0.0013774101165481877
2021-01-30,-0.002716937497932768,0.013330298221651384,0.031147322022278916,0.0005015939671175626
2021-01-31,-0.005817066122293969,-0.020109575556577833,-0.007604884990109671,0.011531430772104915
2021-02-01,0.018722781845089378,0.018554603833527365,-0.018977241714107092,0.003931458100216026
2021-02-02,6.50277526206608e-05,-0.001696094782947873,-0.0010359486769175674,0.015450186142611922
2021-02-03,-0.010377109289559002,-0.0049225728393690405,0.03631593072716046,0.004793986643229187
2021-02-04,0.008425449121031891,-0.01194525250312201,-0.01105144395157623,-0.009598997994247006
2021-02-05,-0.012008436499710222,-0.019658280062389233,0.023147635276216945,0.005984056403297626
2021-02-06,0.0022886359500475543,0.010078047007542975,0.023687811397070168,-0.01809961931713059
2021-02-07,-0.019396701238797758,0.0010798156062608467,-0.007550235383911925,0.0019369552924243705
2021-02-08,-0.013081860488984305,-0.015279530796892647,0.008165763108593856,-0.00033167985031137283
2021-02-09,0.0021686123586912355,-0.015340945264763393,0.02299755272379953,-0.0031298697163606353
2021-02-10,0.007584665799954104,-0.003829416391481539,-0.0051077883738248194,-0.001856600183022892
2021-02-11,0.0019136828118997051,0.020228258303472715,-0.002650125041433065,-0.029909584727962228
2021-02-12,-0.0009564828238824054,-0.0029150962163632574,-0.007943532795281013,-0.008579598523855383
2021-02-13,-0.0028110369558928877,-0.017837715437417277,-0.014006594229700136,0.0016855184182578355
2021-02-14,-0.014585219903674274,-0.002748916769031332,-0.0088898856309241,0.002757702271958406
2021-02-15,-0.006998442083947087,-0.0030726828369720457,-0.016935163734671594,-0.016242802254815333
2021-02-16,-0.004406387709597876,-0.03216263971529886,0.000677168555629165,0.02045132545383521
2021-02-17,0.010771222262189158,-0.0004515383982137465,-0.010579625234820984,-0.013658797571432013
2021-02-18,0.003636182895684614,-0.0025712143625041357,0.003473002765070468,0.01571131520842779
2021-02-19,-0.01743040155362734,0.00855447637776102,-0.021582539046850785,0.007035109789946957
2021-02-20,0.00344083969394795,0.022387473139344142,0.004832323251002399,-0.010139636957500848
2021-02-21,-0.0036508228041631655,0.01371878035457309,0.011869405462524945,0.028604974281752193
2021-02-22,-0.006569220003059588,-0.0030266642866579666,-0.02771229899600038,-0.018898189308103684
2021-02-23,0.006316762888408678,-0.013078310904900043,0.005436791977866009,0.014906466777760025
2021-02-24,0.01050999522495951,0.031080317638998323,0.01738736589462609,0.016209317088687652
2021-02-25,0.009512801191161987,0.0009106212081738591,-0.016734974261676878,-0.010529923345226318
2021-02-26,-0.008192175232226385,0.00036715150295535447,0.023616013415727846,0.02247944480102926
2021-02-27,-0.002892123758512146,-8.950104532003933e-05,0.006066266131124633,-0.0038007442335832443
2021-02-28,0.0035126343140356397,0.0025770171292142595,-0.009670165980617724,0.004819098068477712
2021-03-01,0.009955451271223593,-0.0015323249430873097,-0.0005807670872078842,0.004365149420339531
2021-03-02,-0.0045917423784529,-0.006683944082562836,0.008016576775304114,-0.0019489398635287648
2021-03-03,-0.0016565897666381711,-0.006362307294884706,0.001264075479773761,0.013172932370556514
2021-03-04,-0.010863349740060282,-0.00019303924259198065,0.007742583894249169,0.012895819528835409
2021-03-05,-0.011762066240806708,-0.00632109725360518,-0.012689430303111128,-0.027776511571810894
2021-03-06,0.008325258223941982,-0.008354149392125972,0.002571051536505092,0.021069443886050438
2021-03-07,0.01376240028570823,0.0014771627323027622,-0.019592002956669723,-0.026399871808570792
2021-03-08,-0.0005201012158033386,-0.0028597266090502633,-0.0013571648588818043,0.016720739269466517
2021-03-09,0.010235328978920242,0.01824791586299226,-0.012454706980507057,0.018227282189241332
2021-03-10,0.0038163602504763415,-0.03161163770071614,-0.010097419196256731,-0.017255462883443172
2021-03-11,-0.006251197546051243,0.013298082223069541,0.01750530445294612,-0.006373028607273358
2021-03-12,0.0038139560550841394,0.015153022309971549,0.015478341688319767,-0.017491274695774973
2021-03-13,0.015580365664659692,-0.024680682788897797,0.008727933692700479,-0.003238736484619765
2021-03-14,-0.0001582603910995154,-0.003912251128964186,-0.015092378705416106,-0.00472854854697186
2021-03-15,0.01584643655814006,-0.0042572903919494975,-0.004229718295727227,0.012674568516309439
2021-03-16,-0.025997451040897446,-0.016690140336613857,0.017183367799708565,0.021164939937913733
2021-03-17,0.00841902504375224,-0.009133800251090504,0.0021840367909586665,0.022530940972639295
2021-03-18,0.0010704706823817123,-0.013126910145589945,0.03267061355974372,-0.008794688425252833
2021-03-19,-0.0027900735046586748,0.02122724532108347,0.005706449751521206,-0.0031475499799124445
2021-03-20,0.0011176077653550231,0.011428140717769535,0.0028886876308604425,-0.026735011075535206
2021-03-21,-0.01967568914600893,0.015458661139929906,-0.0041276304988350195,-0.01269392106393902
2021-03-22,-0.0019967188783751194,0.008860064768518822,0.0020695726669519524,0.01563762612955932
2021-03-23,0.003771125715117464,-0.01334862125460675,-0.0019345777093276147,0.026049325176771707
2021-03-24,0.014978940447415162,-0.006094243195357284,0.010113521473640268,-0.019549581950078755
2021-03-25,-0.004982702182736475,0.006072494734735016,0.013593832435124178,-0.009279428146446307
2021-03-26,-0.007884936028931876,-0.014465533706703344,-0.010803852447111293,-0.00022249211134283247
2021-03-27,-0.004817570435845366,0.008755981162068658,-0.018437261349808894,0.004682578541113708
2021-03-28,0.009354021177020742,-0.0026839047778976204,-0.025506875223446152,-0.012753656318746339
2021-03-29,0.0034875110965968447,-0.004297849690595171,0.007311878576775612,0.0069849767114254354
